actor,region,dmu,source_sheet,source_row,land_area_m2,land_lease_value_idr,labor_cost_idr,seed_purchase_value_idr,fertilizer_purchase_value_idr,pesticide_purchase_value_idr,equipment_rent_value_idr,production_value_idr,number_of_machines,value_of_milled_grains_idr,amount_of_milled_rice_kg,supporting_equipment_cost_idr,nilaiberashasilgiling,total_revenue_of_milling_machine_idr,total_rice_purchase_kg,total_rice_purchase_idr,building_rent_cost_idr,value_of_rice_sold_idr,total_precipitation_pct,precipitation_quality_pct,value_of_rice_purchase_idr,total_cost,output_value,operational_cost,quantity_proxy,precipitation_stress_raw,actor_role,margin,rc_ratio,cost_revenue_ratio,margin_ratio,operational_burden_ratio,cost_per_quantity_proxy,output_per_quantity_proxy,negative_margin_flag,below_break_even_flag
Farmer,Karawang,33,Farmer Data,200,20000.0,12000000.0,4300000.0,4600000.0,26000000.0,4000000.0,2500000.0,138600000.0,,,,,,,,,,,,,,53400000.0,138600000.0,18800000.0,20000.0,,upstream production,85200000.0,2.595505617977528,0.3852813852813853,0.6147186147186147,0.13564213564213565,2670.0,6930.0,0,0
Farmer,Karawang,34,Farmer Data,201,16000.0,9600000.0,4200000.0,3680000.0,20800000.0,4000000.0,2590000.0,112800000.0,,,,,,,,,,,,,,44870000.0,112800000.0,16390000.0,16000.0,,upstream production,67930000.0,2.5139291285937153,0.3977836879432624,0.6022163120567375,0.1453014184397163,2804.375,7050.0,0,0
Farmer,Karawang,35,Farmer Data,202,15000.0,12000000.0,3500000.0,3450000.0,19500000.0,3750000.0,1690000.0,99000000.0,,,,,,,,,,,,,,43890000.0,99000000.0,17190000.0,15000.0,,upstream production,55110000.0,2.255639097744361,0.44333333333333336,0.5566666666666666,0.17363636363636364,2926.0,6600.0,0,0
Farmer,Karawang,36,Farmer Data,203,10000.0,12000000.0,2400000.0,2300000.0,13000000.0,1300000.0,1300000.0,69300000.0,,,,,,,,,,,,,,32300000.0,69300000.0,15700000.0,10000.0,,upstream production,37000000.0,2.1455108359133126,0.4660894660894661,0.5339105339105339,0.22655122655122656,3230.0,6930.0,0,0
Farmer,Karawang,37,Farmer Data,204,16000.0,12000000.0,4700000.0,3680000.0,20800000.0,2560000.0,1790000.0,117002000.0,,,,,,,,,,,,,,45530000.0,117002000.0,18490000.0,16000.0,,upstream production,71472000.0,2.5697781682407204,0.38913864720261193,0.6108613527973881,0.158031486641254,2845.625,7312.625,0,0
Farmer,Karawang,38,Farmer Data,205,10000.0,12000000.0,2500000.0,2300000.0,13000000.0,1300000.0,1190000.0,80800000.0,,,,,,,,,,,,,,32290000.0,80800000.0,15690000.0,10000.0,,upstream production,48510000.0,2.502322700526479,0.39962871287128715,0.6003712871287129,0.1941831683168317,3229.0,8080.0,0,0
Farmer,Karawang,39,Farmer Data,206,5000.0,12000000.0,1400000.0,1150000.0,6500000.0,650000.0,690000.0,66150000.0,,,,,,,,,,,,,,22390000.0,66150000.0,14090000.0,5000.0,,upstream production,43760000.0,2.9544439481911566,0.3384731670445956,0.6615268329554044,0.2130007558578987,4478.0,13230.0,0,0
Farmer,Karawang,40,Farmer Data,207,15000.0,12000000.0,3500000.0,3450000.0,19500000.0,3750000.0,1690000.0,99000000.0,,,,,,,,,,,,,,43890000.0,99000000.0,17190000.0,15000.0,,upstream production,55110000.0,2.255639097744361,0.44333333333333336,0.5566666666666666,0.17363636363636364,2926.0,6600.0,0,0
Farmer,Karawang,41,Farmer Data,208,10000.0,12000000.0,2400000.0,2300000.0,13000000.0,1300000.0,1300000.0,62400000.0,,,,,,,,,,,,,,32300000.0,62400000.0,15700000.0,10000.0,,upstream production,30100000.0,1.931888544891641,0.5176282051282052,0.4823717948717949,0.2516025641025641,3230.0,6240.0,0,0
Farmer,Karawang,42,Farmer Data,209,7000.0,14700000.0,2000000.0,1610000.0,9100000.0,910000.0,1350000.0,39600000.0,,,,,,,,,,,,,,29670000.0,39600000.0,18050000.0,7000.0,,upstream production,9930000.0,1.3346814964610718,0.7492424242424243,0.25075757575757573,0.45580808080808083,4238.571428571428,5657.142857142857,0,0
Farmer,Karawang,43,Farmer Data,210,11500.0,11500000.0,2700000.0,2645000.0,14950000.0,3450000.0,2490000.0,67200000.0,,,,,,,,,,,,,,37735000.0,67200000.0,16690000.0,11500.0,,upstream production,29465000.0,1.7808400689015502,0.5615327380952381,0.43846726190476193,0.24836309523809524,3281.304347826087,5843.478260869565,0,0
Farmer,Karawang,44,Farmer Data,211,19000.0,11400000.0,4500000.0,4370000.0,24700000.0,3800000.0,2200000.0,252900000.0,,,,,,,,,,,,,,50970000.0,252900000.0,18100000.0,19000.0,,upstream production,201930000.0,4.9617422012948795,0.20154211150652432,0.7984578884934757,0.0715697904310004,2682.6315789473683,13310.526315789473,0,0
Farmer,Karawang,45,Farmer Data,212,20000.0,12000000.0,4400000.0,4800000.0,26000000.0,2600000.0,1190000.0,196000000.0,,,,,,,,,,,,,,50990000.0,196000000.0,17590000.0,20000.0,,upstream production,145010000.0,3.843890959011571,0.2601530612244898,0.7398469387755102,0.08974489795918367,2549.5,9800.0,0,0
Farmer,Karawang,46,Farmer Data,213,28000.0,117600000.0,32000000.0,6440000.0,36400000.0,5040000.0,4950000.0,155200000.0,,,,,,,,,,,,,,202430000.0,155200000.0,154550000.0,28000.0,,upstream production,-47230000.0,0.7666847799239244,1.3043170103092783,-0.3043170103092783,0.9958118556701031,7229.642857142857,5542.857142857143,1,1
Farmer,Karawang,47,Farmer Data,214,10000.0,12000000.0,2200000.0,2300000.0,13000000.0,3000000.0,1190000.0,48000000.0,,,,,,,,,,,,,,33690000.0,48000000.0,15390000.0,10000.0,,upstream production,14310000.0,1.4247551202137132,0.701875,0.298125,0.320625,3369.0,4800.0,0,0
Farmer,Karawang,48,Farmer Data,215,10000.0,12000000.0,2400000.0,2300000.0,13000000.0,1300000.0,1300000.0,62400000.0,,,,,,,,,,,,,,32300000.0,62400000.0,15700000.0,10000.0,,upstream production,30100000.0,1.931888544891641,0.5176282051282052,0.4823717948717949,0.2516025641025641,3230.0,6240.0,0,0
Farmer,Karawang,49,Farmer Data,216,6000.0,15000000.0,1800000.0,1380000.0,7800000.0,780000.0,1390000.0,41600000.0,,,,,,,,,,,,,,28150000.0,41600000.0,18190000.0,6000.0,,upstream production,13450000.0,1.477797513321492,0.6766826923076923,0.3233173076923077,0.4372596153846154,4691.666666666667,6933.333333333333,0,0
Farmer,Karawang,50,Farmer Data,217,7000.0,11900000.0,1800000.0,1610000.0,9100000.0,910000.0,1380000.0,52000000.0,,,,,,,,,,,,,,26700000.0,52000000.0,15080000.0,7000.0,,upstream production,25300000.0,1.9475655430711611,0.5134615384615384,0.48653846153846153,0.29,3814.285714285714,7428.571428571428,0,0
Farmer,Karawang,51,Farmer Data,218,10000.0,12000000.0,2600000.0,2300000.0,13000000.0,2500000.0,1300000.0,63000000.0,,,,,,,,,,,,,,33700000.0,63000000.0,15900000.0,10000.0,,upstream production,29300000.0,1.8694362017804154,0.5349206349206349,0.4650793650793651,0.2523809523809524,3370.0,6300.0,0,0
Farmer,Karawang,52,Farmer Data,219,20000.0,18000000.0,4300000.0,4600000.0,26000000.0,4000000.0,2700000.0,126000000.0,,,,,,,,,,,,,,59600000.0,126000000.0,25000000.0,20000.0,,upstream production,66400000.0,2.1140939597315436,0.473015873015873,0.526984126984127,0.1984126984126984,2980.0,6300.0,0,0
Farmer,Karawang,53,Farmer Data,220,20000.0,70000000.0,3700000.0,4600000.0,26000000.0,2600000.0,2190000.0,169400000.0,,,,,,,,,,,,,,109090000.0,169400000.0,75890000.0,20000.0,,upstream production,60310000.0,1.5528462737189477,0.6439787485242031,0.35602125147579694,0.44799291617473436,5454.5,8470.0,0,0
Farmer,Subang,1,Farmer Data,224,10000.0,30000000.0,5000000.0,2300000.0,13000000.0,3000000.0,1890000.0,47000000.0,,,,,,,,,,,,,,55190000.0,47000000.0,36890000.0,10000.0,,upstream production,-8190000.0,0.8516035513680015,1.1742553191489362,-0.17425531914893616,0.7848936170212766,5519.0,4700.0,1,1
Farmer,Subang,2,Farmer Data,225,10000.0,7000000.0,10000000.0,2300000.0,13000000.0,2000000.0,1500000.0,133650000.0,,,,,,,,,,,,,,35800000.0,133650000.0,18500000.0,10000.0,,upstream production,97850000.0,3.733240223463687,0.267863823419379,0.732136176580621,0.13842124953236065,3580.0,13365.0,0,0
Farmer,Subang,3,Farmer Data,226,14500.0,7250000.0,2700000.0,3335000.0,18850000.0,4350000.0,2965000.0,193050000.0,,,,,,,,,,,,,,39450000.0,193050000.0,12915000.0,14500.0,,upstream production,153600000.0,4.893536121673004,0.20435120435120435,0.7956487956487956,0.0668997668997669,2720.689655172414,13313.793103448275,0,0
Farmer,Subang,4,Farmer Data,227,5600.0,2800000.0,6500000.0,1288000.0,7280000.0,1008000.0,660000.0,37720000.0,,,,,,,,,,,,,,19536000.0,37720000.0,9960000.0,5600.0,,upstream production,18184000.0,1.9307944307944307,0.5179215270413574,0.48207847295864265,0.264050901378579,3488.5714285714284,6735.714285714285,0,0
Farmer,Subang,5,Farmer Data,228,1000.0,6250000.0,700000.0,350000.0,1300000.0,130000.0,1300000.0,13050000.0,,,,,,,,,,,,,,10030000.0,13050000.0,8250000.0,1000.0,,upstream production,3020000.0,1.3010967098703887,0.7685823754789272,0.23141762452107278,0.632183908045977,10030.0,13050.0,0,0
Farmer,Subang,6,Farmer Data,229,1000.0,6250000.0,700000.0,350000.0,1300000.0,130000.0,3500000.0,13050000.0,,,,,,,,,,,,,,12230000.0,13050000.0,10450000.0,1000.0,,upstream production,820000.0,1.0670482420278005,0.9371647509578545,0.06283524904214559,0.8007662835249042,12230.0,13050.0,0,0
Farmer,Subang,7,Farmer Data,230,7000.0,29400000.0,7000000.0,1610000.0,9100000.0,910000.0,4000000.0,69300000.0,,,,,,,,,,,,,,52020000.0,69300000.0,40400000.0,7000.0,,upstream production,17280000.0,1.3321799307958477,0.7506493506493507,0.24935064935064935,0.5829725829725829,7431.428571428572,9900.0,0,0
Farmer,Subang,8,Farmer Data,231,700.0,1610000.0,700000.0,350000.0,910000.0,91000.0,1200000.0,9300000.0,,,,,,,,,,,,,,4861000.0,9300000.0,3510000.0,700.0,,upstream production,4439000.0,1.9131865871219913,0.5226881720430108,0.47731182795698923,0.3774193548387097,6944.285714285715,13285.714285714286,0,0
Farmer,Subang,9,Farmer Data,232,7000.0,24500000.0,7000000.0,1610000.0,9100000.0,910000.0,7500000.0,94000000.0,,,,,,,,,,,,,,50620000.0,94000000.0,39000000.0,7000.0,,upstream production,43380000.0,1.8569735282497037,0.5385106382978724,0.4614893617021277,0.4148936170212766,7231.428571428572,13428.57142857143,0,0
Farmer,Subang,10,Farmer Data,233,5000.0,17500000.0,7000000.0,1150000.0,6500000.0,650000.0,7500000.0,66150000.0,,,,,,,,,,,,,,40300000.0,66150000.0,32000000.0,5000.0,,upstream production,25850000.0,1.6414392059553349,0.6092214663643235,0.3907785336356765,0.4837490551776266,8060.0,13230.0,0,0
Farmer,Subang,11,Farmer Data,234,1000.0,3500000.0,300000.0,150000.0,1300000.0,130000.0,7500000.0,13050000.0,,,,,,,,,,,,,,12880000.0,13050000.0,11300000.0,1000.0,,upstream production,170000.0,1.0131987577639752,0.9869731800766284,0.013026819923371647,0.8659003831417624,12880.0,13050.0,0,0
Farmer,Subang,12,Farmer Data,235,5000.0,17500000.0,7000000.0,1150000.0,5000000.0,650000.0,7500009.0,66150000.0,,,,,,,,,,,,,,38800009.0,66150000.0,32000009.0,5000.0,,upstream production,27349991.0,1.704896511750809,0.586545865457294,0.41345413454270596,0.48374919123204835,7760.0018,13230.0,0,0
Farmer,Subang,13,Farmer Data,236,1700.0,2975000.0,3000000.0,391000.0,2550000.0,221000.0,7470000.0,23400000.0,,,,,,,,,,,,,,16607000.0,23400000.0,13445000.0,1700.0,,upstream production,6793000.0,1.4090443788763773,0.7097008547008548,0.2902991452991453,0.5745726495726495,9768.823529411764,13764.70588235294,0,0
Farmer,Subang,14,Farmer Data,237,1000.0,5000000.0,700000.0,150000.0,1500000.0,130000.0,7500009.0,13050000.0,,,,,,,,,,,,,,14980009.0,13050000.0,13200009.0,1000.0,,upstream production,-1930009.0,0.8711610253371677,1.1478934099616858,-0.14789340996168582,1.0114949425287356,14980.009,13050.0,1,1
Farmer,Subang,15,Farmer Data,238,1000.0,5000000.0,1200000.0,150000.0,2000000.0,130000.0,2500000.0,13050000.0,,,,,,,,,,,,,,10980000.0,13050000.0,8700000.0,1000.0,,upstream production,2070000.0,1.1885245901639345,0.8413793103448276,0.15862068965517243,0.6666666666666666,10980.0,13050.0,0,0
Farmer,Subang,16,Farmer Data,239,1400.0,980000.0,500000.0,322000.0,1820000.0,182000.0,330000.0,17550000.0,,,,,,,,,,,,,,4134000.0,17550000.0,1810000.0,1400.0,,upstream production,13416000.0,4.245283018867925,0.23555555555555555,0.7644444444444445,0.10313390313390314,2952.8571428571427,12535.714285714286,0,0
Farmer,Subang,17,Farmer Data,240,2520.0,2016000.0,500000.0,579600.0,3276000.0,327600.0,272000.0,33300000.0,,,,,,,,,,,,,,6971200.0,33300000.0,2788000.0,2520.0,,upstream production,26328800.0,4.7767959605232955,0.20934534534534535,0.7906546546546547,0.08372372372372372,2766.3492063492063,13214.285714285714,0,0
Farmer,Subang,18,Farmer Data,241,1400.0,1260000.0,500000.0,322000.0,1820000.0,182000.0,295000.0,17550000.0,,,,,,,,,,,,,,4379000.0,17550000.0,2055000.0,1400.0,,upstream production,13171000.0,4.007764329755652,0.2495156695156695,0.7504843304843305,0.1170940170940171,3127.8571428571427,12535.714285714286,0,0
Farmer,Subang,19,Farmer Data,242,1500.0,15000000.0,1500000.0,150000.0,1950000.0,195000.0,2450000.0,19800000.0,,,,,,,,,,,,,,21245000.0,19800000.0,18950000.0,1500.0,,upstream production,-1445000.0,0.9319839962344081,1.072979797979798,-0.07297979797979798,0.9570707070707071,14163.333333333334,13200.0,1,1
Farmer,Subang,20,Farmer Data,243,750.0,3000000.0,1000000.0,150000.0,1500000.0,97500.0,2225000.0,9900000.0,,,,,,,,,,,,,,7972500.0,9900000.0,6225000.0,750.0,,upstream production,1927500.0,1.2417685794920037,0.8053030303030303,0.1946969696969697,0.6287878787878788,10630.0,13200.0,0,0
Farmer,Subang,21,Farmer Data,244,750.0,3000000.0,1000000.0,150000.0,1500000.0,97500.0,2225000.0,9900000.0,,,,,,,,,,,,,,7972500.0,9900000.0,6225000.0,750.0,,upstream production,1927500.0,1.2417685794920037,0.8053030303030303,0.1946969696969697,0.6287878787878788,10630.0,13200.0,0,0
Farmer,Subang,22,Farmer Data,245,1700.0,9860000.0,2000000.0,391000.0,2550000.0,221000.0,3900000.0,23850000.0,,,,,,,,,,,,,,18922000.0,23850000.0,15760000.0,1700.0,,upstream production,4928000.0,1.2604375858788712,0.7933752620545074,0.20662473794549266,0.6607966457023061,11130.588235294117,14029.411764705883,0,0
Farmer,Subang,23,Farmer Data,246,20000.0,50000000.0,15000000.0,4600000.0,26000000.0,2600000.0,2200000.0,267300000.0,,,,,,,,,,,,,,100400000.0,267300000.0,67200000.0,20000.0,,upstream production,166900000.0,2.662350597609562,0.37560793116348673,0.6243920688365133,0.25140291806958476,5020.0,13365.0,0,0
Farmer,Subang,24,Farmer Data,247,15000.0,39000000.0,12000000.0,3450000.0,19500000.0,1950000.0,1390000.0,84150000.0,,,,,,,,,,,,,,77290000.0,84150000.0,52390000.0,15000.0,,upstream production,6860000.0,1.0887566308707466,0.9184789067142008,0.08152109328579916,0.6225787284610814,5152.666666666667,5610.0,0,0
Farmer,Subang,25,Farmer Data,248,7250.0,34800000.0,8500000.0,1667500.0,9425000.0,942500.0,915000.0,41850000.0,,,,,,,,,,,,,,56250000.0,41850000.0,44215000.0,7250.0,,upstream production,-14400000.0,0.744,1.3440860215053763,-0.34408602150537637,1.0565113500597372,7758.620689655172,5772.413793103448,1,1
Farmer,Subang,26,Farmer Data,249,10000.0,35000000.0,10000000.0,2300000.0,13000000.0,1300000.0,1190000.0,133650000.0,,,,,,,,,,,,,,62790000.0,133650000.0,46190000.0,10000.0,,upstream production,70860000.0,2.128523650262781,0.4698092031425365,0.5301907968574635,0.3456041900486345,6279.0,13365.0,0,0
Farmer,Subang,27,Farmer Data,250,1600.0,3040000.0,700000.0,560000.0,2080000.0,208000.0,670000.0,22950000.0,,,,,,,,,,,,,,7258000.0,22950000.0,4410000.0,1600.0,,upstream production,15692000.0,3.1620281069165057,0.31625272331154686,0.6837472766884531,0.19215686274509805,4536.25,14343.75,0,0
Farmer,Subang,28,Farmer Data,251,5000.0,8750000.0,6500000.0,750000.0,6500000.0,500000.0,690000.0,34200000.0,,,,,,,,,,,,,,23690000.0,34200000.0,15940000.0,5000.0,,upstream production,10510000.0,1.4436471084845925,0.6926900584795321,0.3073099415204678,0.46608187134502926,4738.0,6840.0,0,0
Farmer,Subang,29,Farmer Data,252,2500.0,4375000.0,550000.0,500000.0,3250000.0,350000.0,690000.0,33300000.0,,,,,,,,,,,,,,9715000.0,33300000.0,5615000.0,2500.0,,upstream production,23585000.0,3.427689140504375,0.2917417417417417,0.7082582582582583,0.16861861861861863,3886.0,13320.0,0,0
Farmer,Subang,30,Farmer Data,253,10000.0,18000000.0,9000000.0,2300000.0,13000000.0,1300000.0,1190000.0,59400000.0,,,,,,,,,,,,,,44790000.0,59400000.0,28190000.0,10000.0,,upstream production,14610000.0,1.3261888814467515,0.7540404040404041,0.24595959595959596,0.4745791245791246,4479.0,5940.0,0,0
Farmer,Subang,31,Farmer Data,254,1000.0,1800000.0,500000.0,100277.15154898001,1300000.0,500000.0,440000.0,13050000.0,,,,,,,,,,,,,,4640277.15154898,13050000.0,2740000.0,1000.0,,upstream production,8409722.84845102,2.8123320167726953,0.355576793222144,0.6444232067778559,0.2099616858237548,4640.277151548979,13050.0,0,0
Farmer,Subang,32,Farmer Data,255,9000.0,17100000.0,12000000.0,2070000.0,11700000.0,1170000.0,1090000.0,118800000.0,,,,,,,,,,,,,,45130000.0,118800000.0,30190000.0,9000.0,,upstream production,73670000.0,2.632395302459561,0.3798821548821549,0.6201178451178451,0.25412457912457914,5014.444444444444,13200.0,0,0
Farmer,Subang,33,Farmer Data,256,2700.0,4725000.0,700000.0,405000.0,3510000.0,297000.0,595000.0,26700000.0,,,,,,,,,,,,,,10232000.0,26700000.0,6020000.0,2700.0,,upstream production,16468000.0,2.6094605160281468,0.38322097378277153,0.6167790262172285,0.2254681647940075,3789.6296296296296,9888.888888888889,0,0
Farmer,Subang,34,Farmer Data,257,4500.0,7875000.0,1200000.0,450000.0,5850000.0,585000.0,640000.0,39825000.0,,,,,,,,,,,,,,16600000.0,39825000.0,9715000.0,4500.0,,upstream production,23225000.0,2.3990963855421685,0.41682360326428125,0.5831763967357187,0.24394224733207784,3688.8888888888887,8850.0,0,0
Farmer,Subang,35,Farmer Data,258,1300.0,2340000.0,690000.0,520000.0,1690000.0,325000.0,450000.0,13050000.0,,,,,,,,,,,,,,6015000.0,13050000.0,3480000.0,1300.0,,upstream production,7035000.0,2.169576059850374,0.46091954022988507,0.539080459770115,0.26666666666666666,4626.923076923077,10038.461538461539,0,0
Farmer,Subang,36,Farmer Data,259,8000.0,15200000.0,8500000.0,1840000.0,10400000.0,1040000.0,990000.0,71100000.0,,,,,,,,,,,,,,37970000.0,71100000.0,24690000.0,8000.0,,upstream production,33130000.0,1.8725309454832764,0.5340365682137834,0.4659634317862166,0.3472573839662447,4746.25,8887.5,0,0
Farmer,Subang,37,Farmer Data,260,1800.0,3150000.0,1350000.0,630000.0,2340000.0,360000.0,730000.0,17050000.0,,,,,,,,,,,,,,8560000.0,17050000.0,5230000.0,1800.0,,upstream production,8490000.0,1.9918224299065421,0.5020527859237537,0.4979472140762463,0.30674486803519063,4755.555555555556,9472.222222222223,0,0
Farmer,Subang,38,Farmer Data,261,1500.0,2625000.0,690000.0,450000.0,1950000.0,240000.0,490000.0,13050000.0,,,,,,,,,,,,,,6445000.0,13050000.0,3805000.0,1500.0,,upstream production,6605000.0,2.024825446082234,0.49386973180076627,0.5061302681992337,0.2915708812260536,4296.666666666667,8700.0,0,0
Farmer,Subang,39,Farmer Data,262,1800.0,3240000.0,500000.0,630000.0,2340000.0,234000.0,730000.0,17050000.0,,,,,,,,,,,,,,7674000.0,17050000.0,4470000.0,1800.0,,upstream production,9376000.0,2.221787855095126,0.45008797653958943,0.5499120234604106,0.26217008797653957,4263.333333333333,9472.222222222223,0,0
Farmer,Subang,40,Farmer Data,263,5000.0,9500000.0,6600000.0,500000.0,6500000.0,500000.0,690000.0,51300000.0,,,,,,,,,,,,,,24290000.0,51300000.0,16790000.0,5000.0,,upstream production,27010000.0,2.1119802387813915,0.4734892787524366,0.5265107212475634,0.3272904483430799,4858.0,10260.0,0,0
Farmer,Subang,41,Farmer Data,264,1100.0,1925000.0,500000.0,330000.0,1430000.0,330000.0,520000.0,10400000.0,,,,,,,,,,,,,,5035000.0,10400000.0,2945000.0,1100.0,,upstream production,5365000.0,2.0655412115193643,0.4841346153846154,0.5158653846153847,0.2831730769230769,4577.272727272727,9454.545454545454,0,0
Farmer,Subang,42,Farmer Data,265,1800.0,3150000.0,1350000.0,630000.0,2340000.0,234000.0,730000.0,17050000.0,,,,,,,,,,,,,,8434000.0,17050000.0,5230000.0,1800.0,,upstream production,8616000.0,2.0215793217927436,0.4946627565982405,0.5053372434017596,0.30674486803519063,4685.555555555556,9472.222222222223,0,0
Farmer,Subang,43,Farmer Data,266,7250.0,13050000.0,1965000.0,725000.0,9425000.0,942500.0,840000.0,69750000.0,,,,,,,,,,,,,,26947500.0,69750000.0,15855000.0,7250.0,,upstream production,42802500.0,2.5883662677428334,0.3863440860215054,0.6136559139784946,0.22731182795698926,3716.896551724138,9620.689655172413,0,0
Farmer,Subang,44,Farmer Data,267,3000.0,48000000.0,700000.0,450000.0,3900000.0,480000.0,790000.0,25650000.0,,,,,,,,,,,,,,54320000.0,25650000.0,49490000.0,3000.0,,upstream production,-28670000.0,0.4722017673048601,2.117738791423002,-1.117738791423002,1.9294346978557504,18106.666666666668,8550.0,1,1
Farmer,Subang,45,Farmer Data,268,2000.0,3800000.0,1200000.0,460000.0,2600000.0,260000.0,790000.0,25650000.0,,,,,,,,,,,,,,9110000.0,25650000.0,5790000.0,2000.0,,upstream production,16540000.0,2.8155872667398465,0.3551656920077973,0.6448343079922028,0.22573099415204678,4555.0,12825.0,0,0
Farmer,Subang,46,Farmer Data,269,4500.0,7875000.0,650000.0,450000.0,5850000.0,585000.0,640000.0,39825000.0,,,,,,,,,,,,,,16050000.0,39825000.0,9165000.0,4500.0,,upstream production,23775000.0,2.4813084112149535,0.4030131826741996,0.5969868173258004,0.23013182674199623,3566.6666666666665,8850.0,0,0
Farmer,Subang,47,Farmer Data,270,5000.0,8750000.0,5000000.0,1150000.0,6500000.0,650000.0,440000.0,48500000.0,,,,,,,,,,,,,,22490000.0,48500000.0,14190000.0,5000.0,,upstream production,26010000.0,2.156514006224989,0.46371134020618554,0.5362886597938145,0.2925773195876289,4498.0,9700.0,0,0
Farmer,Subang,48,Farmer Data,271,2000.0,3600000.0,500000.0,200000.0,2600000.0,260000.0,590000.0,25650000.0,,,,,,,,,,,,,,7750000.0,25650000.0,4690000.0,2000.0,,upstream production,17900000.0,3.3096774193548386,0.30214424951267055,0.6978557504873294,0.18284600389863548,3875.0,12825.0,0,0
Farmer,Subang,49,Farmer Data,272,10000.0,19000000.0,9250000.0,2300000.0,13000000.0,1300000.0,990000.0,83200000.0,,,,,,,,,,,,,,45840000.0,83200000.0,29240000.0,10000.0,,upstream production,37360000.0,1.8150087260034904,0.5509615384615385,0.44903846153846155,0.35144230769230766,4584.0,8320.0,0,0
Farmer,Subang,50,Farmer Data,273,8000.0,14000000.0,6000000.0,1840000.0,10400000.0,1040000.0,990000.0,50050000.0,,,,,,,,,,,,,,34270000.0,50050000.0,20990000.0,8000.0,,upstream production,15780000.0,1.4604610446454624,0.6847152847152848,0.3152847152847153,0.4193806193806194,4283.75,6256.25,0,0
Farmer,Subang,51,Farmer Data,274,7250.0,12687500.0,1965000.0,725000.0,9425000.0,942500.0,840000.0,69750000.0,,,,,,,,,,,,,,26585000.0,69750000.0,15492500.0,7250.0,,upstream production,43165000.0,2.623659958623284,0.3811469534050179,0.6188530465949821,0.2221146953405018,3666.896551724138,9620.689655172413,0,0
Farmer,Subang,52,Farmer Data,275,5000.0,9000000.0,800000.0,500000.0,6500000.0,700000.0,690000.0,29700000.0,,,,,,,,,,,,,,18190000.0,29700000.0,10490000.0,5000.0,,upstream production,11510000.0,1.6327652556349643,0.6124579124579125,0.3875420875420875,0.3531986531986532,3638.0,5940.0,0,0
Farmer,Subang,53,Farmer Data,276,1850.0,3515000.0,500000.0,277500.0,2405000.0,240500.0,377500.0,5400000.0,,,,,,,,,,,,,,7315500.0,5400000.0,4392500.0,1850.0,,upstream production,-1915500.0,0.7381587041213861,1.3547222222222222,-0.3547222222222222,0.8134259259259259,3954.324324324324,2918.9189189189187,1,1
Farmer,Subang,54,Farmer Data,277,1600.0,2800000.0,500000.0,240000.0,2080000.0,200000.0,370000.0,14080000.0,,,,,,,,,,,,,,6190000.0,14080000.0,3670000.0,1600.0,,upstream production,7890000.0,2.274636510500808,0.4396306818181818,0.5603693181818182,0.2606534090909091,3868.75,8800.0,0,0
Farmer,Subang,55,Farmer Data,278,1850.0,3237500.0,500000.0,277500.0,2405000.0,185000.0,327500.0,18300000.0,,,,,,,,,,,,,,6932500.0,18300000.0,4065000.0,1850.0,,upstream production,11367500.0,2.6397403534078614,0.3788251366120219,0.6211748633879781,0.22213114754098362,3747.2972972972975,9891.891891891892,0,0
Farmer,Subang,56,Farmer Data,279,2300.0,4140000.0,500000.0,345000.0,2990000.0,300000.0000000008,510000.0,57500000.0,,,,,,,,,,,,,,8785000.0,57500000.0,5150000.0,2300.0,,upstream production,48715000.0,6.545247581104155,0.15278260869565216,0.8472173913043478,0.08956521739130435,3819.5652173913045,25000.0,0,0
Farmer,Subang,57,Farmer Data,280,1700.0,3230000.0,500000.0,255000.0,2210000.0,170000.0,339000.0,11300000.0,,,,,,,,,,,,,,6704000.0,11300000.0,4069000.0,1700.0,,upstream production,4596000.0,1.6855608591885443,0.5932743362831858,0.4067256637168142,0.3600884955752212,3943.529411764706,6647.058823529412,0,0
Farmer,Subang,58,Farmer Data,281,5000.0,8750000.0,7000000.0,1150000.0,6500000.0,650000.0,540000.0,43500000.0,,,,,,,,,,,,,,24590000.0,43500000.0,16290000.0,5000.0,,upstream production,18910000.0,1.769011793411956,0.5652873563218391,0.4347126436781609,0.37448275862068964,4918.0,8700.0,0,0
Farmer,Subang,59,Farmer Data,282,8000.0,14000000.0,6000000.0,1840000.0,10400000.0,1040000.0,990000.0,50050000.0,,,,,,,,,,,,,,34270000.0,50050000.0,20990000.0,8000.0,,upstream production,15780000.0,1.4604610446454624,0.6847152847152848,0.3152847152847153,0.4193806193806194,4283.75,6256.25,0,0
Farmer,Subang,60,Farmer Data,283,8000.0,14400000.0,6000000.0,1840000.0,10400000.0,1040000.0,990000.0,51700000.0,,,,,,,,,,,,,,34670000.0,51700000.0,21390000.0,8000.0,,upstream production,17030000.0,1.4912027689645226,0.6705996131528047,0.32940038684719536,0.4137330754352031,4333.75,6462.5,0,0
Farmer,Subang,61,Farmer Data,284,2000.0,3800000.0,500000.0,200000.0,2600000.0,260000.0,590000.0,67900000.0,,,,,,,,,,,,,,7950000.0,67900000.0,4890000.0,2000.0,,upstream production,59950000.0,8.540880503144654,0.1170839469808542,0.8829160530191458,0.07201767304860088,3975.0,33950.0,0,0
