actor,region,dmu,source_sheet,source_row,land_area_m2,land_lease_value_idr,labor_cost_idr,seed_purchase_value_idr,fertilizer_purchase_value_idr,pesticide_purchase_value_idr,equipment_rent_value_idr,production_value_idr,number_of_machines,value_of_milled_grains_idr,amount_of_milled_rice_kg,supporting_equipment_cost_idr,nilaiberashasilgiling,total_revenue_of_milling_machine_idr,total_rice_purchase_kg,total_rice_purchase_idr,building_rent_cost_idr,value_of_rice_sold_idr,total_precipitation_pct,precipitation_quality_pct,value_of_rice_purchase_idr
Farmer,Karawang,4,Farmer Data,171,5000.0,8750000.0,1200000.0,1150000.0,6500000.0,650000.0,3100000.0,30600000.0,,,,,,,,,,,,,
Farmer,Karawang,5,Farmer Data,172,20000.0,36000000.0,3600000.0,4600000.0,26000000.0,2600000.0,2190000.0,267300000.0,,,,,,,,,,,,,
Farmer,Karawang,6,Farmer Data,173,10000.0,18000000.0,3600000.0,2300000.0,13000000.0,1300000.0,2690000.0,81600000.0,,,,,,,,,,,,,
Farmer,Karawang,7,Farmer Data,174,30000.0,18000000.0,25500000.0,6900000.0,39000000.0,3900000.0,1690000.0,244800000.0,,,,,,,,,,,,,
Farmer,Karawang,8,Farmer Data,175,6000.0,18000000.0,3840000.0,1380000.0,7800000.0,780000.0,1690000.0,30600000.0,,,,,,,,,,,,,
Farmer,Karawang,9,Farmer Data,176,10000.0,15000000.0,2400000.0,2300000.0,13000000.0,1300000.0,3150000.0,133650000.0,,,,,,,,,,,,,
Farmer,Karawang,10,Farmer Data,177,20000.0,18000000.0,12000000.0,4600000.0,26000000.0,2600000.0,5190000.0,267300000.0,,,,,,,,,,,,,
Farmer,Karawang,11,Farmer Data,178,20000.0,18000000.0,17000000.0,4600000.0,26000000.0,2600000.0,5600000.0,153000000.0,,,,,,,,,,,,,
Farmer,Karawang,12,Farmer Data,179,30000.0,18000000.0,5000000.0,6900000.0,39000000.0,3900000.0,2000000.0,230400000.0,,,,,,,,,,,,,
Farmer,Karawang,13,Farmer Data,180,7000.0,17500000.0,10000000.0,1610000.0,9100000.0,910000.0,2290000.0,94050000.0,,,,,,,,,,,,,
Farmer,Karawang,14,Farmer Data,181,3500.0,17850000.0,720000.0,805000.0,4550000.0,1050000.0,1240000.0,48150000.0,,,,,,,,,,,,,
Farmer,Karawang,15,Farmer Data,182,15000.0,12000000.0,6000000.0,3450000.0,19500000.0,1500000.0,1800000.0,118800000.0,,,,,,,,,,,,,
Farmer,Karawang,16,Farmer Data,183,10000.0,18000000.0,3000000.0,2300000.0,13000000.0,2500000.0,2700000.0,81600000.0,,,,,,,,,,,,,
Farmer,Karawang,17,Farmer Data,184,17000.0,255000000.0,7200000.0,3910000.0,22100000.0,2210000.0,5400000.0,153000000.0,,,,,,,,,,,,,
Farmer,Karawang,18,Farmer Data,185,2500.0,10000000.0,4000000.0,575000.0,3250000.0,325000.0,5250000.0,12800000.0,,,,,,,,,,,,,
Farmer,Karawang,19,Farmer Data,186,30000.0,99000000.0,8000000.0,6900000.0,39000000.0,4800000.0,1800000.0,208000000.0,,,,,,,,,,,,,
Farmer,Karawang,20,Farmer Data,187,6000.0,18000000.0,3000000.0,1380000.0,7800000.0,1500000.0,1390000.0,28200000.0,,,,,,,,,,,,,
Farmer,Karawang,21,Farmer Data,188,20000.0,10000000.0,5000000.0,4600000.0,26000000.0,2600000.0,3190000.0,148500000.0,,,,,,,,,,,,,
Farmer,Karawang,22,Farmer Data,189,10000.0,15000000.0,3000000.0,2300000.0,13000000.0,1500000.0,3190000.0,82400000.0,,,,,,,,,,,,,
Farmer,Karawang,23,Farmer Data,190,10000.0,10000000.0,3000000.0,2300000.0,13000000.0,1200000.0,1190000.0,81600000.0,,,,,,,,,,,,,
Farmer,Karawang,24,Farmer Data,191,10000.0,15000000.0,6000000.0,2300000.0,13000000.0,1200000.0,2690000.0,81600000.0,,,,,,,,,,,,,
Farmer,Karawang,25,Farmer Data,192,20000.0,12000000.0,7500000.0,4600000.0,26000000.0,2600000.0,5400000.0,153000000.0,,,,,,,,,,,,,
Farmer,Karawang,26,Farmer Data,193,8000.0,12000000.0,3500000.0,1840000.0,10400000.0,1200000.0,1390000.0,60600000.0,,,,,,,,,,,,,
Farmer,Karawang,27,Farmer Data,194,8000.0,14400000.0,3000000.0,1840000.0,10400000.0,1440000.0,1450000.0,50500000.0,,,,,,,,,,,,,
Farmer,Karawang,28,Farmer Data,195,10000.0,18000000.0,3800000.0,2300000.0,13000000.0,1200000.0,2690000.0,80800000.0,,,,,,,,,,,,,
Farmer,Karawang,29,Farmer Data,196,30000.0,15000000.0,16000000.0,6900000.0,39000000.0,3900000.0,2000000.0,237600000.0,,,,,,,,,,,,,
Farmer,Karawang,30,Farmer Data,197,20000.0,15000000.0,4300000.0,4600000.0,26000000.0,4000000.0,2800000.0,122400000.0,,,,,,,,,,,,,
Farmer,Karawang,31,Farmer Data,198,10000.0,12000000.0,2400000.0,2300000.0,13000000.0,1300000.0,1300000.0,62400000.0,,,,,,,,,,,,,
Farmer,Karawang,32,Farmer Data,199,10000.0,12000000.0,2400000.0,2300000.0,13000000.0,1300000.0,1190000.0,79200000.0,,,,,,,,,,,,,
Farmer,Karawang,33,Farmer Data,200,20000.0,12000000.0,4300000.0,4600000.0,26000000.0,4000000.0,2500000.0,138600000.0,,,,,,,,,,,,,
Farmer,Karawang,34,Farmer Data,201,16000.0,9600000.0,4200000.0,3680000.0,20800000.0,4000000.0,2590000.0,112800000.0,,,,,,,,,,,,,
Farmer,Karawang,35,Farmer Data,202,15000.0,12000000.0,3500000.0,3450000.0,19500000.0,3750000.0,1690000.0,99000000.0,,,,,,,,,,,,,
Farmer,Karawang,36,Farmer Data,203,10000.0,12000000.0,2400000.0,2300000.0,13000000.0,1300000.0,1300000.0,69300000.0,,,,,,,,,,,,,
Farmer,Karawang,37,Farmer Data,204,16000.0,12000000.0,4700000.0,3680000.0,20800000.0,2560000.0,1790000.0,117002000.0,,,,,,,,,,,,,
Farmer,Karawang,38,Farmer Data,205,10000.0,12000000.0,2500000.0,2300000.0,13000000.0,1300000.0,1190000.0,80800000.0,,,,,,,,,,,,,
Farmer,Karawang,39,Farmer Data,206,5000.0,12000000.0,1400000.0,1150000.0,6500000.0,650000.0,690000.0,66150000.0,,,,,,,,,,,,,
Farmer,Karawang,40,Farmer Data,207,15000.0,12000000.0,3500000.0,3450000.0,19500000.0,3750000.0,1690000.0,99000000.0,,,,,,,,,,,,,
Farmer,Karawang,41,Farmer Data,208,10000.0,12000000.0,2400000.0,2300000.0,13000000.0,1300000.0,1300000.0,62400000.0,,,,,,,,,,,,,
Farmer,Karawang,42,Farmer Data,209,7000.0,14700000.0,2000000.0,1610000.0,9100000.0,910000.0,1350000.0,39600000.0,,,,,,,,,,,,,
Farmer,Karawang,43,Farmer Data,210,11500.0,11500000.0,2700000.0,2645000.0,14950000.0,3450000.0,2490000.0,67200000.0,,,,,,,,,,,,,
Farmer,Karawang,44,Farmer Data,211,19000.0,11400000.0,4500000.0,4370000.0,24700000.0,3800000.0,2200000.0,252900000.0,,,,,,,,,,,,,
Farmer,Karawang,45,Farmer Data,212,20000.0,12000000.0,4400000.0,4800000.0,26000000.0,2600000.0,1190000.0,196000000.0,,,,,,,,,,,,,
Farmer,Karawang,46,Farmer Data,213,28000.0,117600000.0,32000000.0,6440000.0,36400000.0,5040000.0,4950000.0,155200000.0,,,,,,,,,,,,,
Farmer,Karawang,47,Farmer Data,214,10000.0,12000000.0,2200000.0,2300000.0,13000000.0,3000000.0,1190000.0,48000000.0,,,,,,,,,,,,,
Farmer,Karawang,48,Farmer Data,215,10000.0,12000000.0,2400000.0,2300000.0,13000000.0,1300000.0,1300000.0,62400000.0,,,,,,,,,,,,,
Farmer,Karawang,49,Farmer Data,216,6000.0,15000000.0,1800000.0,1380000.0,7800000.0,780000.0,1390000.0,41600000.0,,,,,,,,,,,,,
Farmer,Karawang,50,Farmer Data,217,7000.0,11900000.0,1800000.0,1610000.0,9100000.0,910000.0,1380000.0,52000000.0,,,,,,,,,,,,,
Farmer,Karawang,51,Farmer Data,218,10000.0,12000000.0,2600000.0,2300000.0,13000000.0,2500000.0,1300000.0,63000000.0,,,,,,,,,,,,,
Farmer,Karawang,52,Farmer Data,219,20000.0,18000000.0,4300000.0,4600000.0,26000000.0,4000000.0,2700000.0,126000000.0,,,,,,,,,,,,,
Farmer,Karawang,53,Farmer Data,220,20000.0,70000000.0,3700000.0,4600000.0,26000000.0,2600000.0,2190000.0,169400000.0,,,,,,,,,,,,,
Farmer,Subang,1,Farmer Data,224,10000.0,30000000.0,5000000.0,2300000.0,13000000.0,3000000.0,1890000.0,47000000.0,,,,,,,,,,,,,
Farmer,Subang,2,Farmer Data,225,10000.0,7000000.0,10000000.0,2300000.0,13000000.0,2000000.0,1500000.0,133650000.0,,,,,,,,,,,,,
Farmer,Subang,3,Farmer Data,226,14500.0,7250000.0,2700000.0,3335000.0,18850000.0,4350000.0,2965000.0,193050000.0,,,,,,,,,,,,,
Farmer,Subang,4,Farmer Data,227,5600.0,2800000.0,6500000.0,1288000.0,7280000.0,1008000.0,660000.0,37720000.0,,,,,,,,,,,,,
Farmer,Subang,5,Farmer Data,228,1000.0,6250000.0,700000.0,350000.0,1300000.0,130000.0,1300000.0,13050000.0,,,,,,,,,,,,,
Farmer,Subang,6,Farmer Data,229,1000.0,6250000.0,700000.0,350000.0,1300000.0,130000.0,3500000.0,13050000.0,,,,,,,,,,,,,
Farmer,Subang,7,Farmer Data,230,7000.0,29400000.0,7000000.0,1610000.0,9100000.0,910000.0,4000000.0,69300000.0,,,,,,,,,,,,,
Farmer,Subang,8,Farmer Data,231,700.0,1610000.0,700000.0,350000.0,910000.0,91000.0,1200000.0,9300000.0,,,,,,,,,,,,,
Farmer,Subang,9,Farmer Data,232,7000.0,24500000.0,7000000.0,1610000.0,9100000.0,910000.0,7500000.0,94000000.0,,,,,,,,,,,,,
Farmer,Subang,10,Farmer Data,233,5000.0,17500000.0,7000000.0,1150000.0,6500000.0,650000.0,7500000.0,66150000.0,,,,,,,,,,,,,
Farmer,Subang,11,Farmer Data,234,1000.0,3500000.0,300000.0,150000.0,1300000.0,130000.0,7500000.0,13050000.0,,,,,,,,,,,,,
Farmer,Subang,12,Farmer Data,235,5000.0,17500000.0,7000000.0,1150000.0,5000000.0,650000.0,7500009.0,66150000.0,,,,,,,,,,,,,
Farmer,Subang,13,Farmer Data,236,1700.0,2975000.0,3000000.0,391000.0,2550000.0,221000.0,7470000.0,23400000.0,,,,,,,,,,,,,
Farmer,Subang,14,Farmer Data,237,1000.0,5000000.0,700000.0,150000.0,1500000.0,130000.0,7500009.0,13050000.0,,,,,,,,,,,,,
Farmer,Subang,15,Farmer Data,238,1000.0,5000000.0,1200000.0,150000.0,2000000.0,130000.0,2500000.0,13050000.0,,,,,,,,,,,,,
Farmer,Subang,16,Farmer Data,239,1400.0,980000.0,500000.0,322000.0,1820000.0,182000.0,330000.0,17550000.0,,,,,,,,,,,,,
Farmer,Subang,17,Farmer Data,240,2520.0,2016000.0,500000.0,579600.0,3276000.0,327600.0,272000.0,33300000.0,,,,,,,,,,,,,
Farmer,Subang,18,Farmer Data,241,1400.0,1260000.0,500000.0,322000.0,1820000.0,182000.0,295000.0,17550000.0,,,,,,,,,,,,,
Farmer,Subang,19,Farmer Data,242,1500.0,15000000.0,1500000.0,150000.0,1950000.0,195000.0,2450000.0,19800000.0,,,,,,,,,,,,,
Farmer,Subang,20,Farmer Data,243,750.0,3000000.0,1000000.0,150000.0,1500000.0,97500.0,2225000.0,9900000.0,,,,,,,,,,,,,
Farmer,Subang,21,Farmer Data,244,750.0,3000000.0,1000000.0,150000.0,1500000.0,97500.0,2225000.0,9900000.0,,,,,,,,,,,,,
Farmer,Subang,22,Farmer Data,245,1700.0,9860000.0,2000000.0,391000.0,2550000.0,221000.0,3900000.0,23850000.0,,,,,,,,,,,,,
Farmer,Subang,23,Farmer Data,246,20000.0,50000000.0,15000000.0,4600000.0,26000000.0,2600000.0,2200000.0,267300000.0,,,,,,,,,,,,,
Farmer,Subang,24,Farmer Data,247,15000.0,39000000.0,12000000.0,3450000.0,19500000.0,1950000.0,1390000.0,84150000.0,,,,,,,,,,,,,
Farmer,Subang,25,Farmer Data,248,7250.0,34800000.0,8500000.0,1667500.0,9425000.0,942500.0,915000.0,41850000.0,,,,,,,,,,,,,
Farmer,Subang,26,Farmer Data,249,10000.0,35000000.0,10000000.0,2300000.0,13000000.0,1300000.0,1190000.0,133650000.0,,,,,,,,,,,,,
Farmer,Subang,27,Farmer Data,250,1600.0,3040000.0,700000.0,560000.0,2080000.0,208000.0,670000.0,22950000.0,,,,,,,,,,,,,
Farmer,Subang,28,Farmer Data,251,5000.0,8750000.0,6500000.0,750000.0,6500000.0,500000.0,690000.0,34200000.0,,,,,,,,,,,,,
Farmer,Subang,29,Farmer Data,252,2500.0,4375000.0,550000.0,500000.0,3250000.0,350000.0,690000.0,33300000.0,,,,,,,,,,,,,
Farmer,Subang,30,Farmer Data,253,10000.0,18000000.0,9000000.0,2300000.0,13000000.0,1300000.0,1190000.0,59400000.0,,,,,,,,,,,,,
Farmer,Subang,31,Farmer Data,254,1000.0,1800000.0,500000.0,100277.15154898001,1300000.0,500000.0,440000.0,13050000.0,,,,,,,,,,,,,
Farmer,Subang,32,Farmer Data,255,9000.0,17100000.0,12000000.0,2070000.0,11700000.0,1170000.0,1090000.0,118800000.0,,,,,,,,,,,,,
Farmer,Subang,33,Farmer Data,256,2700.0,4725000.0,700000.0,405000.0,3510000.0,297000.0,595000.0,26700000.0,,,,,,,,,,,,,
Farmer,Subang,34,Farmer Data,257,4500.0,7875000.0,1200000.0,450000.0,5850000.0,585000.0,640000.0,39825000.0,,,,,,,,,,,,,
Farmer,Subang,35,Farmer Data,258,1300.0,2340000.0,690000.0,520000.0,1690000.0,325000.0,450000.0,13050000.0,,,,,,,,,,,,,
Farmer,Subang,36,Farmer Data,259,8000.0,15200000.0,8500000.0,1840000.0,10400000.0,1040000.0,990000.0,71100000.0,,,,,,,,,,,,,
Farmer,Subang,37,Farmer Data,260,1800.0,3150000.0,1350000.0,630000.0,2340000.0,360000.0,730000.0,17050000.0,,,,,,,,,,,,,
Farmer,Subang,38,Farmer Data,261,1500.0,2625000.0,690000.0,450000.0,1950000.0,240000.0,490000.0,13050000.0,,,,,,,,,,,,,
Farmer,Subang,39,Farmer Data,262,1800.0,3240000.0,500000.0,630000.0,2340000.0,234000.0,730000.0,17050000.0,,,,,,,,,,,,,
Farmer,Subang,40,Farmer Data,263,5000.0,9500000.0,6600000.0,500000.0,6500000.0,500000.0,690000.0,51300000.0,,,,,,,,,,,,,
Farmer,Subang,41,Farmer Data,264,1100.0,1925000.0,500000.0,330000.0,1430000.0,330000.0,520000.0,10400000.0,,,,,,,,,,,,,
Farmer,Subang,42,Farmer Data,265,1800.0,3150000.0,1350000.0,630000.0,2340000.0,234000.0,730000.0,17050000.0,,,,,,,,,,,,,
Farmer,Subang,43,Farmer Data,266,7250.0,13050000.0,1965000.0,725000.0,9425000.0,942500.0,840000.0,69750000.0,,,,,,,,,,,,,
Farmer,Subang,44,Farmer Data,267,3000.0,48000000.0,700000.0,450000.0,3900000.0,480000.0,790000.0,25650000.0,,,,,,,,,,,,,
Farmer,Subang,45,Farmer Data,268,2000.0,3800000.0,1200000.0,460000.0,2600000.0,260000.0,790000.0,25650000.0,,,,,,,,,,,,,
Farmer,Subang,46,Farmer Data,269,4500.0,7875000.0,650000.0,450000.0,5850000.0,585000.0,640000.0,39825000.0,,,,,,,,,,,,,
Farmer,Subang,47,Farmer Data,270,5000.0,8750000.0,5000000.0,1150000.0,6500000.0,650000.0,440000.0,48500000.0,,,,,,,,,,,,,
Farmer,Subang,48,Farmer Data,271,2000.0,3600000.0,500000.0,200000.0,2600000.0,260000.0,590000.0,25650000.0,,,,,,,,,,,,,
Farmer,Subang,49,Farmer Data,272,10000.0,19000000.0,9250000.0,2300000.0,13000000.0,1300000.0,990000.0,83200000.0,,,,,,,,,,,,,
Farmer,Subang,50,Farmer Data,273,8000.0,14000000.0,6000000.0,1840000.0,10400000.0,1040000.0,990000.0,50050000.0,,,,,,,,,,,,,
Farmer,Subang,51,Farmer Data,274,7250.0,12687500.0,1965000.0,725000.0,9425000.0,942500.0,840000.0,69750000.0,,,,,,,,,,,,,
Farmer,Subang,52,Farmer Data,275,5000.0,9000000.0,800000.0,500000.0,6500000.0,700000.0,690000.0,29700000.0,,,,,,,,,,,,,
Farmer,Subang,53,Farmer Data,276,1850.0,3515000.0,500000.0,277500.0,2405000.0,240500.0,377500.0,5400000.0,,,,,,,,,,,,,
Farmer,Subang,54,Farmer Data,277,1600.0,2800000.0,500000.0,240000.0,2080000.0,200000.0,370000.0,14080000.0,,,,,,,,,,,,,
Farmer,Subang,55,Farmer Data,278,1850.0,3237500.0,500000.0,277500.0,2405000.0,185000.0,327500.0,18300000.0,,,,,,,,,,,,,
Farmer,Subang,56,Farmer Data,279,2300.0,4140000.0,500000.0,345000.0,2990000.0,300000.0000000008,510000.0,57500000.0,,,,,,,,,,,,,
Farmer,Subang,57,Farmer Data,280,1700.0,3230000.0,500000.0,255000.0,2210000.0,170000.0,339000.0,11300000.0,,,,,,,,,,,,,
Farmer,Subang,58,Farmer Data,281,5000.0,8750000.0,7000000.0,1150000.0,6500000.0,650000.0,540000.0,43500000.0,,,,,,,,,,,,,
Farmer,Subang,59,Farmer Data,282,8000.0,14000000.0,6000000.0,1840000.0,10400000.0,1040000.0,990000.0,50050000.0,,,,,,,,,,,,,
Farmer,Subang,60,Farmer Data,283,8000.0,14400000.0,6000000.0,1840000.0,10400000.0,1040000.0,990000.0,51700000.0,,,,,,,,,,,,,
Farmer,Subang,61,Farmer Data,284,2000.0,3800000.0,500000.0,200000.0,2600000.0,260000.0,590000.0,67900000.0,,,,,,,,,,,,,
Farmer,Subang,62,Farmer Data,285,10000.0,17500000.0,9250000.0,2300000.0,13000000.0,1300000.0,990000.0,83200000.0,,,,,,,,,,,,,
Farmer,Subang,63,Farmer Data,286,1100.0,1925000.0,500000.0,330000.0,1430000.0,330000.0,520000.0,9900000.0,,,,,,,,,,,,,
Farmer,Subang,64,Farmer Data,287,3000.0,5400000.0,700000.0,690000.0,3900000.0,480000.0,790000.0,24150000.0,,,,,,,,,,,,,
Farmer,Subang,65,Farmer Data,288,5000.0,9500000.0,1000000.0,1150000.0,6500000.0,650000.0,690000.0,31200000.0,,,,,,,,,,,,,
Farmer,Subang,66,Farmer Data,289,5000.0,8750000.0,5500000.0,1150000.0,6500000.0,650000.0,690000.0,44550000.0,,,,,,,,,,,,,
Farmer,Subang,67,Farmer Data,290,3000.0,5250000.0,600000.0,690000.0,3900000.0,390000.0,350000.0,24300000.0,,,,,,,,,,,,,
Farmer,Subang,68,Farmer Data,291,2800.0,5040000.0,500000.0,644000.0,3640000.0,364000.0,330000.0,24150000.0,,,,,,,,,,,,,
Farmer,Subang,69,Farmer Data,292,1200.0,2280000.0,500000.0,120000.0,1560000.0,168000.0,350000.0,9700000.0,,,,,,,,,,,,,
Farmer,Subang,70,Farmer Data,293,2300.0,4025000.0,500000.0,529000.0,2990000.0,299000.0,395000.0,16524492.753623188,,,,,,,,,,,,,
Farmer,Subang,71,Farmer Data,294,1700.0,2975000.0,500000.0,170000.0,2210000.0,221000.0,390000.0,13050000.0,,,,,,,,,,,,,
Farmer,Subang,72,Farmer Data,295,1650.0,2970000.0,500000.0,379500.0,2145000.0,214500.0,380000.0,13050000.0,,,,,,,,,,,,,
Farmer,Subang,73,Farmer Data,296,1800.0,3420000.0,500000.0,414000.0,2340000.0,234000.0,320000.0,15150000.0,,,,,,,,,,,,,
Farmer,Subang,74,Farmer Data,297,4200.0,7350000.0,650000.0,966000.0,5460000.0,546000.0,470000.0,32620000.0,,,,,,,,,,,,,
Farmer,Subang,75,Farmer Data,298,3500.0,6125000.0,700000.0,805000.0,4550000.0,455000.0,400000.0,25250000.0,,,,,,,,,,,,,
Farmer,Subang,76,Farmer Data,299,2600.0,4680000.0,600000.0,598000.0,3380000.0,338000.0,310000.0,20400000.0,,,,,,,,,,,,,
Farmer,Subang,77,Farmer Data,300,5000.0,9500000.0,6000000.0,1150000.0,6500000.0,650000.0,550000.0,38800000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,1,Farmer Data,304,4200.0,7350000.0,2295000.0,966000.0,5460000.0,546000.0,610000.0,54450000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,2,Farmer Data,305,3900.0,7020000.0,875000.0,897000.0,5070000.0,507000.0,970000.0,50400000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,3,Farmer Data,306,3920.0,7448000.0,600000.0,901600.0,5096000.0,509600.0,778000.0,50400000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,4,Farmer Data,307,2272.0,3976000.0,1200000.0,522560.0,2953600.0,295360.0,417200.0,29700000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,5,Farmer Data,308,10000.0,18000000.0,4000000.0,1500000.0,13000000.0,1300000.0,1700000.0,59400000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,6,Farmer Data,309,1680.0,1344000.0,500000.0,386400.0,2184000.0,218400.0,526000.0,23400000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,7,Farmer Data,310,2100.0,1470000.0,790000.0,483000.0,2730000.0,273000.0,610000.0,27900000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,8,Farmer Data,311,7000.0,7700000.0,5000000.0,1610000.0,9100000.0,910000.0,1450000.0,94050000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,9,Farmer Data,312,700.0,770000.0,500000.0,161000.0,910000.0,91000.0,190000.0,3410000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,10,Farmer Data,313,3850.0,4620000.0,5000000.0,885500.0,5005000.0,500500.0,820000.0,49500000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,11,Farmer Data,314,1680.0,1680000.0,500000.0,386400.0,2184000.0,218400.0,386000.0,23400000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,12,Farmer Data,315,4200.0,4620000.0,5000000.0,966000.0,5460000.0,546000.0,890000.0,54450000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,13,Farmer Data,316,2520.0,2520000.0,500000.0,579600.0,3276000.0,327600.0,292000.0,33300000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,14,Farmer Data,317,6020.0,6020000.0,5000000.0,1384600.0,7826000.0,782600.0,1254000.0,79200000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,15,Farmer Data,318,700.0,700000.0,500000.0,161000.0,910000.0,91000.0,190000.0,3305000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,16,Farmer Data,319,1960.0,1960000.0,500000.0,450800.0,2548000.0,254800.0,442000.0,10100000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,17,Farmer Data,320,3290.0,2961000.0,560000.0,756700.0,4277000.0,427700.0,1037000.0,42300000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,18,Farmer Data,321,840.0,1764000.0,500000.0,193200.0,1092000.0,109200.0,213000.0,3690000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,19,Farmer Data,322,910.0,910000.0,500000.0,209300.0,1183000.0,118300.0,232000.0,12250000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,20,Farmer Data,323,3500.0,3500000.0,500000.0,805000.0,4550000.0,455000.0,750000.0,16875000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,21,Farmer Data,324,980.0,980000.0,500000.0,225400.0,1274000.0,127400.0,246000.0,4709000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,22,Farmer Data,325,1400.0,1400000.0,500000.0,322000.0,1820000.0,182000.0,400000.0,6540000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,23,Farmer Data,326,2240.0,2240000.0,500000.0,515200.0,2912000.0,291200.0,498000.0,10200000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,24,Farmer Data,327,1120.0,1120000.0,500000.0,257600.0,1456000.0,145600.0,274000.0,5220000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,25,Farmer Data,328,880.0,1584000.0,1350000.0,308000.0,1144000.0,114400.0,894000.0,10500000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,26,Farmer Data,329,3080.0,3080000.0,500000.0,708400.0,4004000.0,400400.0,676000.0,14850000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,27,Farmer Data,330,3220.0,3220000.0,500000.0,740600.0,4186000.0,418600.0,694000.0,16200000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,28,Farmer Data,331,2660.0,2660000.0,500000.0,611800.0,3458000.0,345800.0,582000.0,13050000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,29,Farmer Data,332,2520.0,2520000.0,500000.0,579600.0,3276000.0,327600.0,302000.0,12650000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,30,Farmer Data,333,2800.0,2800000.0,500000.0,644000.0,3640000.0,364000.0,610000.0,12800000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,31,Farmer Data,334,1680.0,1680000.0,500000.0,386400.0,2184000.0,218400.0,386000.0,8280000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,32,Farmer Data,335,840.0,840000.0,500000.0,193200.0,1092000.0,109200.0,218000.0,3564000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,33,Farmer Data,336,2800.0,2800000.0,500000.0,644000.0,3640000.0,364000.0,610000.0,13500000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,34,Farmer Data,337,2380.0,2380000.0,500000.0,547400.0,3094000.0,309400.0,526000.0,10800000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,35,Farmer Data,338,2100.0,2100000.0,500000.0,483000.0,2730000.0,273000.0,470000.0,9900000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,36,Farmer Data,339,1820.0,1820000.0,500000.0,418600.0,2366000.0,236600.0,409000.0,9300000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,37,Farmer Data,340,3220.0,3220000.0,500000.0,740600.0,4186000.0,418600.0,694000.0,16200000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,38,Farmer Data,341,2800.0,2800000.0,500000.0,644000.0,3640000.0,364000.0,600000.0,13500000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,39,Farmer Data,342,1540.0,2926000.0,442500.0,354200.0,2002000.0,200200.0,421000.0,19800000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,40,Farmer Data,343,1260.0,2205000.0,3375000.0,289800.0,1638000.0,163800.0,316000.0,7660000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,41,Farmer Data,344,980.0,1715000.0,337500.0,225400.0,1274000.0,127400.0,386000.0,13050000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,42,Farmer Data,345,1470.0,2793000.0,3375000.0,338100.0,1911000.0,191100.0,337000.0,17550000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,43,Farmer Data,346,1680.0,3024000.0,2250000.0,386400.0,2184000.0,218400.0,289999.99999999994,23400000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,44,Farmer Data,347,1420.0,2698000.0,3375000.0,326600.0,1846000.0,184600.0,332000.0,17550000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,45,Farmer Data,348,1200.0,2100000.0,2300000.0,276000.0,1560000.0,156000.0,430000.0,16200000.0,,,,,,,,,,,,,
Farmer,Tasikmalaya,46,Farmer Data,349,2100.0,3675000.0,4500000.0,483000.0,2730000.0,273000.0,730000.0,14340000.0,,,,,,,,,,,,,
